"lemma_it","UPOS","lemma_parm","lemma_parm_2","lemma_parm_3","lemma_parm_4","lemma_parm_5","lemma_parm_6","lemma_parm_7","lemma_parm_8","lemma_parm_9","LiITA_URI","LiITA_URI_2","LiITA_URI_3","LiITA_URI_4","LiITA_URI_5","LiITA_URI_6","LiITA_URI_7"
"galanteria","NOUN","galantarìa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/994471",,,,,,
"galantuomo","NOUN","galantòmm","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/994475",,,,,,
"galaverna","NOUN","galabrùzza","galavèrna","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/972650",,,,,,
"gallatura","NOUN","galadura","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/994527",,,,,,
"galleggiante","NOUN","galegiant","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1056652",,,,,,
"galleggiare","VERB","galegiär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/994530",,,,,,
"gallette","NOUN","galètti","_","_","_","_","_","_","_","_",,,,,,,
"gallina","NOUN","cercadôra","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/994556",,,,,,
"faraona","NOUN","gingén’na","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/991134",,,,,,
"gallina","NOUN","galén’na","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/994556",,,,,,
"gallinaccia","NOUN","galinasa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1092548",,,,,,
"gallinella d’acqua","NOUN","gherardén’na","gilardén’na","_","_","_","_","_","_","_",,,,,,,
"gallinella","NOUN","galinén’na","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1092551",,,,,,
"galoppare","VERB","galopär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/994592",,,,,,
"galoppata","NOUN","galopäda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/994593",,,,,,
"galoppino","NOUN","galopén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/994597",,,,,,
"galoppo","NOUN","galóp","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1092556",,,,,,
"gamba","NOUN","gambóta","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1092561",,,,,,
"gamba","NOUN","sangògna","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1092561",,,,,,
"gambe","NOUN","furli","_","_","_","_","_","_","_","_",,,,,,,
"gamberetto","NOUN","gambarètt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1056660",,,,,,
"gambero","NOUN","gàmbor","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1092564",,,,,,
"gambetta","NOUN","gambètta","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1092566",,,,,,
"gambi","NOUN","zgamba","_","_","_","_","_","_","_","_",,,,,,,
"gambi","NOUN","melgas","_","_","_","_","_","_","_","_",,,,,,,
"ganascia","NOUN","ganasa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/994663",,,,,,
"gancio","NOUN","camùff","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1056665",,,,,,
"gancio","NOUN","picàj","picàja","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1056665",,,,,,
"ganimede","NOUN","spumarén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/994698",,,,,,
"garantire","VERB","garantir","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/994710",,,,,,
"garanzia","NOUN","garansìa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/994714",,,,,,
"garbare","VERB","garbär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/994716",,,,,,
"garbuglio","NOUN","garbuj","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/994724",,,,,,
"gargarismo","NOUN","gargarízom","zgargarizäda","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/994746",,,,,,
"garitta","NOUN","garètta","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/994759",,,,,,
"garofano","NOUN","garòfen","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/994764",,,,,,
"garretto","NOUN","garètt","garlètt","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/994767",,,,,,
"garzone","NOUN","garzón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1092592",,,,,,
"gassato","ADJ","gazä","_","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/25315",,,,,,
"gastrite","NOUN","gàstrica","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1092594",,,,,,
"gattaccio","NOUN","gatas","_","_","_","_","_","_","_","_",,,,,,,
"gattice","NOUN","tersanéla","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1056688",,,,,,
"gatto","NOUN","gàt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1092600",,,,,,
"gattona","NOUN","mignón’na","_","_","_","_","_","_","_","_",,,,,,,
"gattone","NOUN","gatón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1056691",,,,,,
"gazza","NOUN","gaza","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/994934",,,,,,
"gazzella","NOUN","gazéla","gazzettiere","gazetér","_","_","_","_","_","_","http://liita.it/data/id/lemma/994936",,,,,,
"gelare","VERB","zlär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/994970",,,,,,
"gelata","NOUN","zläda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/994973",,,,,,
"gelato","NOUN","sorbètt","zlä","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1056701",,,,,,
"geloni","NOUN","zlón","_","_","_","_","_","_","_","_",,,,,,,
"geloso","ADJ","gelôz","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/994995",,,,,,
"gelso","NOUN","môr","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995002",,,,,,
"gelsomino","NOUN","gesmén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995003",,,,,,
"gemellare","VERB","zemlär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995007",,,,,,
"gemello","NOUN","zmél","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1092615",,,,,,
"genero","NOUN","gènnor","zènnor","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995079",,,,,,
"generosità","NOUN","generozitä","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995081",,,,,,
"generoso","ADJ","generôz","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995082",,,,,,
"gengiva","NOUN","zunzía","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995092",,,,,,
"gennaio","NOUN","znär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995121",,,,,,
"gentaglia","NOUN","gentära","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995135",,,,,,
"gente","NOUN","génta","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995138",,,,,,
"gentile","ADJ","gentil","zentil","zentil","_","_","_","_","_","_","http://liita.it/data/id/lemma/1092626",,,,,,
"gentilezza","NOUN","gentilèssa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995146",,,,,,
"genuino","ADJ","genuén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995163",,,,,,
"genziana","NOUN","gensiana","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995164",,,,,,
"gerarchia","NOUN","trafíla","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995259",,,,,,
"gergo","NOUN","zèrgh","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995279",,,,,,
"gerla","NOUN","zärla","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995286",,,,,,
"germoglio","NOUN","bùtt","zèrom","zètt","_","_","_","_","_","_","http://liita.it/data/id/lemma/995328",,,,,,
"gesto","NOUN","gést","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995382",,,,,,
"gesù","INTJ","gezú","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995388",,,,,,
"gettarsi","VERB","butäres","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995405",,,,,,
"gheriglio","NOUN","garôl","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995428",,,,,,
"ghermire","VERB","grancír","guantär","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995431",,,,,,
"ghetto","NOUN","ghètt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995437",,,,,,
"ghiacciaia","NOUN","giasära","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995443",,,,,,
"ghiacciare","VERB","giasär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995446",,,,,,
"ghiaccio","NOUN","gias","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1092657",,,,,,
"ghiacciolo","NOUN","giasôl","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995450",,,,,,
"ghiaia","NOUN","giära","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995454",,,,,,
"ghiaiata","NOUN","giaräda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995455",,,,,,
"ghiaietta","NOUN","giarén","_","_","_","_","_","_","_","_",,,,,,,
"ghianda","NOUN","gianda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995462",,,,,,
"ghigliottina","NOUN","galiotén’na","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995476",,,,,,
"ghignare","VERB","ghignär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995480",,,,,,
"ghiotto","ADJ","lìff","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995494",,,,,,
"ghiottone","NOUN","giotón","lifgnón","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995495",,,,,,
"ghiottoneria","NOUN","giotaría","lifgnaria","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995496",,,,,,
"ghiribizzo","NOUN","gabèss","zghirìbissi","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995501",,,,,,
"già","ADV","zà","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995512",,,,,,
"giacchetta","NOUN","zachètta","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995519",,,,,,
"giaccone","NOUN","giubón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995526",,,,,,
"giacoma","NOUN","jàcma","_","_","_","_","_","_","_","_",,,,,,,
"giallino","NOUN","gialdén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995566",,,,,,
"giallo","NOUN","gialdètt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995570",,,,,,
"giallo","NOUN","gialdón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995570",,,,,,
"giallo","NOUN","zaldón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995570",,,,,,
"giallo","NOUN","giäld","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995570",,,,,,
"giardiniera","NOUN","zardinéra","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1056741",,,,,,
"giardiniere","NOUN","zardinér","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995624",,,,,,
"gilet","NOUN","zilè","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995682",,,,,,
"ginestra","NOUN","gialdén’na","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995706",,,,,,
"gingilli","NOUN","chirichichì","_","_","_","_","_","_","_","_",,,,,,,
"ginocchiata","NOUN","znociäda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995733",,,,,,
"ginocchio","NOUN","znòc’","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995737",,,,,,
"ginocchioni","ADV","inznoción","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995738",,,,,,
"giocare","VERB","zugär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995752",,,,,,
"giocatore","NOUN","paganén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995756",,,,,,
"giocatore","NOUN","zugadorètt","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995756",,,,,,
"giocatore","NOUN","bocciatore)","bociadôr","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995756",,,,,,
"giocatore","NOUN","zugadôr","zugadôr","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995756",,,,,,
"giocherellare","VERB","zugatlär","zugatlär","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995759",,,,,,
"giocherellone","NOUN","zugatlón","zugatlón","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995761",,,,,,
"gioco","NOUN","cotècc’","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1092680",,,,,,
"gioco","NOUN","zôgh","zôgh","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1092680",,,,,,
"gioiello","NOUN","bizù","bizù","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995790",,,,,,
"gioioso","ADJ","giojôz","giojôz","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995792",,,,,,
"gioire","VERB","grilär","grilär","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995793",,,,,,
"giornaliero","ADJ","giornaliér","giornaliér","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995809",,,,,,
"giornata","NOUN","giornäda","giornäda","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995815",,,,,,
"giornataccia","NOUN","giornadàsa","giornadàsa","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1092683",,,,,,
"giorno del trasloco","NOUN","san martén","_","_","_","_","_","_","_","_",,,,,,,
"giorno","NOUN","gióron","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995819",,,,,,
"giovane","ADJ","gingén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995830",,,,,,
"giovane","NOUN","trojètta","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995831",,,,,,
"giovane","ADJ","giòvvon","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995830",,,,,,
"Giovannino","PROPN","Giovanén","_","_","_","_","_","_","_","_",,,,,,,
"giovanotto","NOUN","giovnót","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995842",,,,,,
"giovedì","NOUN","zobía","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995846",,,,,,
"girandolona","NOUN","girandlón’na","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1056775",,,,,,
"girandolone","NOUN","girandlón","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995884",,,,,,
"girare","VERB","girär","pirlär","prilär","_","_","_","_","_","_","http://liita.it/data/id/lemma/995886",,,,,,
"girarrosto","NOUN","mén’narost","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995888",,,,,,
"girata","NOUN","pirläda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1092687",,,,,,
"giretto","NOUN","girètt","giròt","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1056779",,,,,,
"giro","NOUN","gir","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1092691",,,,,,
"gironzolare","VERB","pojanär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995928",,,,,,
"giù","ADV","giogo","zo","_","_","_","_","_","_","_","http://liita.it/data/id/hypolemma/48622",,,,,,
"giudicare","VERB","criticär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995969",,,,,,
"giudice","NOUN","giúdis","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/995977",,,,,,
"giudizio","NOUN","giudìssi","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1092698",,,,,,
"giulebbe","NOUN","giulép","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/996000",,,,,,
"giuntura","NOUN","zontura","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1092699",,,,,,
"giustacuore","NOUN","giustacôr","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1092708",,,,,,
"giustizia","NOUN","giustìssia","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/996101",,,,,,
"giusto","ADJ","giust","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/996108",,,,,,
"gladiolo","NOUN","gajôl","gladìol","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/996121",,,,,,
"glorioso","ADJ","gloriôz","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/996229",,,,,,
"gobbetto","NOUN","gobètt","gobén","_","_","_","_","_","_","_",,,,,,,
"goccia","NOUN","gòssa","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/996332",,,,,,
"goccio","NOUN","gòss","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/996335",,,,,,
"gocciolare","VERB","gosär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/996337",,,,,,
"gocciolatoio","NOUN","zgòss","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/996338",,,,,,
"gocciolina","NOUN","gosén","_","_","_","_","_","_","_","_",,,,,,,
"godere","VERB","gòdor","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/996342",,,,,,
"godersela","VERB","zgodasärsla","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/996344",,,,,,
"goffaggine","NOUN","locäda","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/996363",,,,,,
"goffo","ADJ","pompa","sambòt","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/996366",,,,,,
"goffo","ADJ","gòf","locàs","patanflàn","patanót","_","_","_","_","_","http://liita.it/data/id/lemma/996366",,,,,,
"golosità","NOUN","golozàggina","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/996400",,,,,,
"goloso","ADJ","berlìff","golôz","zberlìff","_","_","_","_","_","_","http://liita.it/data/id/lemma/996401",,,,,,
"gomitata","NOUN","cans","gomdäda","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/996412",,,,,,
"gomito","NOUN","gòmmod","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/996414",,,,,,
"gomitolo","NOUN","zgangai","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/996415",,,,,,
"gomitolo","NOUN","gangajôl","gomisél","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/996415",,,,,,
"gomma","NOUN","tiramóla","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1092742",,,,,,
"gonfiare","VERB","imbalonär","infiär","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/996451",,,,,,
"gonfiarsi","VERB","infiärs","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/996452",,,,,,
"gonfiata","ADJ","infiäda","_","_","_","_","_","_","_","_",,,,,,,
"gonfiatura","NOUN","zgonfión","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/996457",,,,,,
"gonfio","ADJ","bodénfi","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/996460",,,,,,
"gonfiore","NOUN","gonfiadura","infiadura","infiazón","_","_","_","_","_","_","http://liita.it/data/id/lemma/996463",,,,,,
"gonnella","NOUN","gonéla","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/1056843",,,,,,
"gorgheggiare","VERB","gorghegiär","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/996495",,,,,,
"gottoso","ADJ","podagrôz","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/996527",,,,,,
"governo","NOUN","guären","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/996549",,,,,,
"gracile","ADJ","galavrén","_","_","_","_","_","_","_","_","http://liita.it/data/id/lemma/996582",,,,,,
"gracilino","ADJ","gracilén","grasilén","scarnìcc’","_","_","_","_","_","_",,,,,,,
