ID	POS	ENTRATA	NUMERO	GENERE	traduzione1	traduzione2	traduzione3	traduzione4	traduzione5	traduzione6	traduzione7	traduzione8	traduzione9	variant1	variant2	variant3	variant4	variant5	variant6	variant7	variant8	variant9	variant10	variant11	variant12	variant13	variant14	variant15	variant16
2082	ADV	daura			per tempo									dagura															
2083	VERB	arripizzari			rattoppare	ripezzare	rammendare																						
2084	VERB	ntappari			turare	tappare	chiudere	ostruire	tamponare					attapari															
2085	ADJ	dda	s	f	quella																								
2086	VERB	arripuddiri			diventare grinzoso	intristire																							
2087	VERB	ntaraddari			tremare	intirizzire																							
2088	ADV	ḍḍabbanna			al di là	a quella parte								a ḍḍa bbanna	a ḍḍa banna	aḍḍabanna	aḍḍabbanna												
2089	VERB	arriquasari			rincalzare																								
2090	VERB	ntarcari			prendere il lutto	frodare in commercio	maritar male una fanciulla																						
2091	ADV	ddaddà			a spasso									addiddì	a ddì ddì	diddì													
2092	VERB	arrisaccari			scuotere con forza																								
2093	ADV	ddadintra			là dentro									ddà dintra	ddà rintra														
2094	NOUN	arrisaccuni	s	m	scossone violento																								
2095	VERB	ntarchiari			maritare male	maritarsi male																							
2096	ADV	ddammeri			in là	più in là																							
2097	VERB	arrisagghiari			sobbalzare per paura	sussultare per sorpresa																							
2098	VERB	ntargiari			oltraggiare									oltraggiari	attargiari														
2099	VERB	ddanguliari			spassarsela nell'ozio									danguliari															
2100	VERB	arrisantari			sobbalzare dalla paura	svegliarsi di soprassalto								arrisatari	arrisautari														
2101	NOUN	ntarmu	s	m	catafalco	letto da morto	palco	impalcatura						tàlamu	ntalmu	tarmu													
2102	ADV	ddani			là									ddà															
2103	VERB	arrisatari			sobbalzare dalla paura	svegliarsi di soprassalto								arrisautari	arrisantari														
2104	VERB	ntaviddari			fasciare con assicelle un osso fratturato	fare le pieghe in un abito																							
2105	NOUN	ddazzu	s	m	laccio									lazzu															
2106	VERB	arrisautari			sobbalzare dalla paura	svegliarsi di soprassalto								arrisatari	arrisantari														
2107	ADP	ntê	p	m	nei	negli								nt'î	nt'i	ntî	nt'ê	nt'e	nta li	nti li	nta i	nti i							
2108	ADP	ntê	p	f	nelle									nt'î	nt'i	ntî	nt'ê	nt'e	nta li	nti li	nta i	nti i							
2109	NOUN	ddimiuni	s	m	limone									lumiuni	limiuni														
2110	VERB	arrisbigghiari			svegliare	risvegliare								arrusbigghiari	arrisvigghiari	arrisbigliari													
2111	ADV	nti			in	dentro								ndi	nni														
2112	NOUN	ddìnina	s	f	lendine									lìnnina	dìndina														
2113	VERB	arrisèdiri			sedimentare	cagliare																							
2114	ADP	ntî	p	m	nei	negli								nt'î	nt'i	ntê	nt'ê	nt'e	nta li	nti li	nta i	nti i							
2115	ADP	ntî	p	f	nelle									nt'î	nt'i	ntê	nt'ê	nt'e	nta li	nti li	nta i	nti i							
2116	NOUN	disa	s	f	disa	ampelodesmo								ddisa															
2117	NOUN	arrisèttitu	s	m	riposo	tranquillità	quiete	pace																					
2118	VERB	nticchiari			far presto	salire	mettere le frondi																						
2119	NOUN	ddiscìa	s	f	lisciva									liscìa															
2120	VERB	nticciari			giocare battendo la monetina al muro																								
2121	NOUN	arrisettu	s	m	riposo	tranquillità	quiete	pace						rizzettu															
2122	NOUN	ddizzu	s	m	liccio									lizzu															
2123	VERB	arrisiddiari			raccogliere i residui	raccogliere i rifiuti	raccogliere gli avanzi																						
2124	NOUN	ntilai			tela particolare per certi abbigliamenti																								
2125	ADV	ddocu			costà	costì	là							dduocu															
2126	VERB	arrisinari			essere preso dalla ruggine									arrinzinari															
2127	VERB	ntimiari			essere roso dal tarlo									ntiniari															
2128	NOUN	ddòmini	s	m	piccolo reliquiario																								
2129	VERB	arrisittari			rassettare									arrizzittari															
2130	ADJ	ntimpanatu	s	m	pieno fino all'orlo									ntipanatu	ntapanatu														
2131	VERB	ddrivigghiari			svegliare									addrivigliari	asdrivigghiari	asdrivigliari	ddruvigghiari	addrivigghiari	arrivigghiari	sdrivigghiari									
2132	NOUN	arristagghiu	s	m	avanzo																								
2133	VERB	ntimugnari			abbicare	abbarcare								attimugnari															
2134	VERB	ddruvigghiari			svegliare									addrivigliari	asdrivigghiari	asdrivigliari	ddrivigghiari	addrivigghiari	arrivigghiari	sdrivigghiari									
2135	VERB	arristivari			recalcitrare	arrestarsi nel camminare	farsi indietro	arretrare	incaponirsi																				
2136	VERB	ntinguliari			mangiar poco e svogliatamente																								
2137	ADJ	ddu	s	m	quello	quel																							
2138	VERB	arrisugghiari			raccogliere i pezzi più grandi e migliori																								
2139	ADJ	ntiniri	s	m	non troppo cotto	non molto mature	non mature	non molto cotto																					
2140	VERB	arritari			tessere i bozzoli																								
2141	VERB	ntinnari			girare velocemente	rotolarsi																							
2142	NOUN	ddumìa	s	f	limone									lumìa															
2143	VERB	arrittari			ergersi	raddrizzare	drizzarsi																						
2144	VERB	ntinniari			rombare	fischiare d'un oggetto lanciato nell'aria								nfinniari															
2145	NOUN	dumma	s	f	frutto della palma nana									addumma															
2146	NOUN	arritticchiu	s	m	uomo di piccola statura	agile	presuntuoso																						
2147	VERB	ntintiri			diventare cattivo	incattivire	peggiorare nello stato di salute							ntinturiri															
2148	NOUN	dècatu	s	m	gruppo di dieci fili del telaio	spago per annodare il filato	modo	maniera																					
2149	VERB	arritunari			prendere con le reti																								
2150	VERB	ntintiriddiri			incattivire	peggiorare nello stato di salute																							
2151	VERB	arriulari			regolare									arrigulari															
2152	VERB	ntinturiri			incattivire	peggiorare nello stato di salute								ntintiri															
2153	VERB	dèciri			addirsi																								
2154	VERB	arriuncari			ammorbidire	tenere in acqua								arrijuncari															
2155	VERB	ntipari			premere su un punto	puntare	dare batoste																						
2156	NOUN	deculonna	s	f	diaquilonne	specie di cerotto																							
2157	VERB	arrivèniri			riprendere gli spiriti e il vigore	riprendere conoscenza	rinvenire																						
2158	VERB	ntipuddari			dare botte																								
2159	NOUN	deda	s	f	teda									teda	dera														
2160	VERB	arrivigghiari			svegliare									addrivigliari	asdrivigghiari	asdrivigliari	ddruvigghiari	addrivigghiari	ddrivigghiari	sdrivigghiari									
2161	ADV	nta stu ntìrima			nel frattempo																								
2162	VERB	arrivintari			arrabattarsi	sforzarsi																							
2163	NOUN	ntirlazzu	s	m	traffico illegale									ntrallazzu	interlazzu	intrallazzu	intrillazzu	ntrillazzu											
2164	NOUN	defetari	p		registri statali																								
2165	VERB	arrivirsari			dibattersi come spiritato																								
2166	VERB	ntirrurari			atterrire																								
2167	ADJ	ntòllaru	s	m	buono a nulla																								
2168	VERB	dijittari			avvilire	scoraggiare								addijittari	diittari														
2169	VERB	arrivugghiari			ravvolgere																								
2170	ADJ	ntollu	s	m	stupido									ntullu															
2171	NOUN	delatura	s	f	trasporto																								
2172	VERB	arrivùgghiri			ribollire																								
2173	NOUN	ntòntaru	s	m	sciocco	stupido																							
2174	VERB	deprezziari			far perdere valore	deprezzare	avvilire																						
2175	VERB	arrivulari			rivolare	rimbalzare																							
2176	NOUN	detta	s	f	detta																								
2177	ADJ	arrivulatu	s	m	rimbalzato	rivolato																							
2178	NOUN	deu	s	m	dio	deo								diu															
2179	VERB	arrizzagghiari			prendere con le reti																								
2180	NOUN	ntragnisi			interiora	viscere	frattaglie																						
2181	ADP	dî	p	m	dei	degli								d'î	dê	d'ê	d'i	d'e	di li	rî	r'î	rê	r'ê	r'i	r'e	ri li			
2182	ADP	dî	p	f	delle									d'î	dê	d'ê	d'i	d'e	di li	rî	r'î	rê	r'ê	r'i	r'e	ri li			
2183	ADP	dî	p	m	dai	dagli								d'î	dê	d'ê	d'i	d'e	di li	rî	r'î	rê	r'ê	r'i	r'e	ri li			
2184	ADP	dî	p	f	dalle									d'î	dê	d'ê	d'i	d'e	di li	rî	r'î	rê	r'ê	r'i	r'e	ri li			
2185	VERB	arrizzari			arricciare																								
2186	NOUN	ntrallazzu	s	m	traffico illegale									intrallazzu	interlazzu	intrillazzu	ntirlazzu	ntrillazzu											
2187	NOUN	dia	s	f	dia	dea								dea															
2188	VERB	arrizziccari			arrischiare	rischiare								arrisicari															
2189	NOUN	ntrameddiu	s	m	ostacolo																								
2190	VERB	arrizzittari			rassettare	trovare pace	riposo							arrisittari															
2191	NOUN	ntramisa	s	f	tramezzo																								
2192	ADJ	ntramiseri	s	m	lezioso	menzognero								ntramiseru															
2193	VERB	arruccari			impietrire	ingrommare																							
2194	ADJ	ntramiseru	s	m	lezioso	menzognero								ntramiseri															
2195	NOUN	dica	s	f	inedia	struggimento	smania							dìcara															
2196	VERB	arrucchiari			avvolgere																								
2197	NOUN	ntramisi			vezzi	leziosaggini																							
2198	NOUN	dìcara	s	f	inedia	struggimento	smania							dica															
2199	ADJ	ntramisu	s	m	mascherato	travisato																							
2200	VERB	arrucciuliari			lavorare in maniera rozza e maldestra	recitare male	accorciare																						
2201	VERB	dichiari			irritare	stizzire																							
2202	VERB	arruddari			ravvolgere disordinatamente																								
2203	ADV	ntrammi			entrambi	insieme dei vasi di cucina	tutti e due																						
2204	NOUN	diciaciu	s	m	disagio									disaciu	disagiu	disaggiu													
2205	VERB	arruggiari			innaffiare									arrusciari															
2206	VERB	arruiari			tirare									arrujari															
2207	ADV	alla ntrasatta			improvvisamente	all'improvviso	improvviso	di botto						a la ntrasatta	â ntrasatta	ntrasattu	antrasatta	all'antrasatta	a l'antrasatta										
2208	VERB	dicliniri			declinare									diclinari															
2209	NOUN	arrumbatu		m	cesso	ritirata																							
2210	NOUN	ntrigghiu	s	m	reticella																								
2211	VERB	arrùmpiri			fallire																								
2212	ADV	diddì			a spasso									addiddì	a ddì ddì	ddaddà													
2213	VERB	arruncari			tagliare alle vite e agli alberi i rami inutili	potare																							
2214	VERB	ntrillazzari			trafficare illegalmente									ntrallazzari															
2215	NOUN	dièri	p		grotte	case																							
2216	VERB	arrunchiari			ammucchiare strascicando	ammonticchiare strascicando																							
2217	VERB	ntrippitari			interpretare									ntirpritari															
2218	NOUN	dièvuru	s	m	lepre									lebbru	lepru														
2219	VERB	arrunfuliari			russare									runfuliari															
2220	NOUN	ntrita	s	f	mandorla									intrita	ncrita														
2221	VERB	difinzari			difendere																								
2222	VERB	arrunzari			raccogliere cose sparse	scopare alla meno peggio																							
2223	VERB	ntrizzari			intrecciare									ntrinzari															
2224	VERB	diittari			avvilire	scoraggiare								addijittari	dijittari														
2225	VERB	arruppuliari			annodare	ravvolgere disordinatamente								aggruppuliari															
2226	VERB	dijuntari			separare	disgiungere	digiungere																						
2227	ADJ	ntròbitu	s	m	torbido									ntròbbitu															
2228	VERB	arrussiari			arrossire									arrussicari															
2229	NOUN	dilena	s	f	cantaride velenosissima																								
2230	VERB	arrussicari			arrossire									arrussiari															
2231	ADJ	dìlicu	s	m	delicato																								
2232	NOUN	arrusu	s	m	giovane omosessuale	cinedo								garrusu	jarrusu	iarrusu													
2233	NOUN	dimiti			moine																								
2234	VERB	arrutari			accerchiare	arrotondare																							
2235	NOUN	dìndina	s	f	lendine									lìnnina	ddìnina														
2236	VERB	arrutulari			rotolare									arrutuliari															
2237	NOUN	dinocchiu	s	m	ginocchio									inocchiu	jinocchiu	rinocchiu	ginocchiu												
